rank,category,modality,name,number,country,event_name,Qualification,Final,Semi-Final
10,Women B3,Lead,Tanja GLUSIC,32 •,SLO,IFSC Paraclimbing World Cup Innsbruck 2023,10.0 (10),,
11,Women B3,Lead,Laila GRILLO,20 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,11.0 (11),,
12,Women B3,Lead,Hanne VADSETH,23 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,12.0 (12),,
1,Men AL1,Lead,Angelino ZELLER,35 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),51+ (1),
2,Men AL1,Lead,Markus PÖSENDORFER,36 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,2.0 (2),33 (2),
3,Men AL1,Lead,Tanner CISLAW,34 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,3.0 (3),23+ (3),
4,Men AL1,Lead,Daniel KONTSCH,37 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,4.0 (4),,
5,Men AL1,Lead,Giuseppe LOMAGISTRO,39 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,5.0 (5),,
6,Men AL1,Lead,Thuer SULIVAN,38 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,6.0 (6),,
1,Men AL2,Lead,Thierry DELARUE,50 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),60+ (1),
2,Men AL2,Lead,Julien GASC,52 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,4.9 (3),54+ (2),
3,Men AL2,Lead,Albert GUARDIA FERRER,56 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,2.0 (2),52+ (3),
4,Men AL2,Lead,Frederik LEYS,42 •,BEL,IFSC Paraclimbing World Cup Innsbruck 2023,4.9 (3),51+ (4),
5,Men AL2,Lead,David KAMMERER,55 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,5.48 (6),50+ (5),
6,Men AL2,Lead,Sebastian MENZE,41 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,4.9 (3),43+ (6),
7,Men AL2,Lead,Gavin NIX,44 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,6.0 (7),,
8,Men AL2,Lead,Shuhei YUKI,46 •,JPN,IFSC Paraclimbing World Cup Innsbruck 2023,6.48 (8),,
9,Men AL2,Lead,Urko CARMONA BARANDIARAN,48 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,7.55 (9),,
10,Men AL2,Lead,Nicholas PERRETH,43 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,9.99 (10),,
11,Men AL2,Lead,Omar AL KHATIB,54 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,10.75 (11),,
12,Men AL2,Lead,Thomas MEIER,51 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,12.0 (12),,
13,Men AL2,Lead,Martin VILLIGER,49 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,13.49 (13),,
14,Men AL2,Lead,Jonathan SHIELDS,45 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,14.49 (14),,
15,Men AL2,Lead,Jeremy RITCHIE,53 •,CAN,IFSC Paraclimbing World Cup Innsbruck 2023,14.97 (15),,
15,Men AL2,Lead,Christoph ZUNDEL,47 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,14.97 (15),,
1,Women AL2,Lead,Lucie JARRIGE,65 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,1.22 (1),43+ (1),
2,Women AL2,Lead,Sarah LARCOMBE,58 •,AUS,IFSC Paraclimbing World Cup Innsbruck 2023,1.73 (2),25+ (2),
3,Women AL2,Lead,Joanna NEWTON,64 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,3.87 (3),19+ (3),
4,Women AL2,Lead,Hannah MCFADDEN,59 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,3.87 (3),18 (4),
5,Women AL2,Lead,Masako WATANABE,63 •,JPN,IFSC Paraclimbing World Cup Innsbruck 2023,4.9 (5),,
6,Women AL2,Lead,Mary TANKERSLEY,60 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,5.29 (6),,
7,Women AL2,Lead,Cail SORIA,61 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,6.48 (7),,
,Women AL2,Lead,Morgan LOOMIS,62 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,DNS,,
1,Men AU2,Lead,Brian ZARZUELA,69 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),48 (1),
2,Men AU2,Lead,Kevin BARTKE,68 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,2.0 (2),48 (2),
3,Men AU2,Lead,Isak RIPMAN,66 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,3.0 (3),37+ (3),
4,Men AU2,Lead,Sebastian MUSSON,71 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,4.0 (4),20+ (4),
5,Men AU2,Lead,Matthew LYNCH,70 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,5.0 (5),,
6,Men AU2,Lead,Marco GALLI,72 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,6.48 (6),,
6,Men AU2,Lead,Peter TRAMM,67 •,DEN,IFSC Paraclimbing World Cup Innsbruck 2023,6.48 (6),,
,Men AU2,Lead,Erwan LIEVIN,73 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,DSQ,,
1,Women AU2,Lead,Solenne PIRET,82 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,1.22 (1),39+ (1),
2,Women AU2,Lead,Lucia CAPOVILLA,83 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,2.45 (3),25+ (2),
3,Women AU2,Lead,Maureen BECK,77 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,2.12 (2),19+ (3),
4,Women AU2,Lead,Naama STRAUSSMAN,84 •,ISR,IFSC Paraclimbing World Cup Innsbruck 2023,4.9 (4),18+ (4),
5,Women AU2,Lead,Isabella WALSH,79 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,5.48 (5),,
6,Women AU2,Lead,Monica RAAVIG,74 •,DEN,IFSC Paraclimbing World Cup Innsbruck 2023,6.0 (6),,
7,Women AU2,Lead,Carolin HEBERLE,76 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,6.48 (7),,
8,Women AU2,Lead,Amruta WYSSMANN,81 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,7.35 (8),,
9,Women AU2,Lead,Corinna WIMMER,75 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,8.49 (9),,
10,Women AU2,Lead,Anoushé HUSAIN,80 •,LUX,IFSC Paraclimbing World Cup Innsbruck 2023,10.0 (10),,
,Women AU2,Lead,Giovanna DUBUC,78 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,DNS,,
1,Men RP1,Lead,Aloïs POTIER,98 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),42+ (1),
2,Men RP1,Lead,Takuya OKADA,95 •,JPN,IFSC Paraclimbing World Cup Innsbruck 2023,2.0 (2),33 (2),
3,Men RP1,Lead,Sebastian DEPKE,89 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,4.58 (5),21+ (3),
4,Men RP1,Lead,Sunny YANG,90 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,4.42 (3),21 (4),
5,Men RP1,Lead,Tim SCHAFFRINNA,86 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,4.47 (4),20+ (5),
6,Men RP1,Lead,Alexander DORNBUSCH,91 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,5.7 (6),18 (6),
7,Men RP1,Lead,Gian Matteo RAMINI,99 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,6.0 (7),,
8,Men RP1,Lead,Luke JAMIESON,92 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,7.35 (8),,
9,Men RP1,Lead,Sebastian HORN,88 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,8.49 (9),,
10,Men RP1,Lead,Laurence MORGAN,122 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,9.49 (10),,
11,Men RP1,Lead,Niko GALBUSERA,100 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,12.19 (11),,
11,Men RP1,Lead,Mario PERSING,87 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,12.19 (11),,
13,Men RP1,Lead,Ismael Ewan SÁNCHEZ MCILROY,96 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,12.73 (13),,
13,Men RP1,Lead,Eloi VILA CULLERÉS,94 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,12.73 (13),,
15,Men RP1,Lead,Bruno AERNI,97 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,15.49 (15),,
15,Men RP1,Lead,Alex DOWNES,93 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,15.49 (15),,
17,Men RP1,Lead,Marcel RICHTER,120 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,17.0 (17),,
1,Men RP2,Lead,Iván MUÑOZ ESCOLAR,125 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,2.74 (3),47+ (1),
2,Men RP2,Lead,Benjamin MAYFORTH,117 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,1.58 (1),44 (2),
3,Men RP2,Lead,Brayden BUTLER,118 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,3.16 (4),42 (3),
4,Men RP2,Lead,Philipp HROZEK,115 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,5.0 (5),42 (4),
5,Men RP2,Lead,Manikandan KUMAR,121 •,IND,IFSC Paraclimbing World Cup Innsbruck 2023,2.24 (2),39 (5),
6,Men RP2,Lead,Daniel WIENER,126 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,6.24 (6),35 (6),
7,Men RP2,Lead,Bostian HALAS,124 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,7.75 (7),,
8,Men RP2,Lead,Peter KUNZE,139 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,8.06 (8),,
9,Men RP2,Lead,Matej ARH,128 •,SLO,IFSC Paraclimbing World Cup Innsbruck 2023,9.0 (9),,
10,Men RP2,Lead,Anther FRIGOLA GÓMEZ,127 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,9.08 (10),,
11,Men RP2,Lead,Nils HELSPER,116 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,11.18 (11),,
12,Men RP2,Lead,Florian SINGER,85 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,12.41 (12),,
13,Men RP2,Lead,Hermann MÖNCH,130 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,12.75 (13),,
14,Men RP2,Lead,Kenneth ELLACOTT,123 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,13.42 (14),,
15,Men RP2,Lead,Mattia DE GIORGI,40 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,14.49 (15),,
,Men RP2,Lead,Wasif SHAMS,119 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,DNS,,
1,Men RP3,Lead,Jamie BARENDRECHT,136 •,NED,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),52+ (1),
2,Men RP3,Lead,Bastien THOMAS,143 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,2.45 (2),51+ (2),
3,Men RP3,Lead,Matthias BÄRTSCHI,140 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,2.45 (2),44 (3),
4,Men RP3,Lead,Luke SMITH,138 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,4.0 (4),39+ (4),
5,Men RP3,Lead,Serge LAURENCIN,142 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,5.48 (5),,
6,Men RP3,Lead,Pietro AZZOLINI,144 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,5.7 (6),,
7,Men RP3,Lead,Simone TIOZZO,145 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,6.75 (7),,
8,Men RP3,Lead,Liviu - Nicolae MATEI,137 •,ROU,IFSC Paraclimbing World Cup Innsbruck 2023,8.0 (8),,
1,Women RP1,Lead,Pavitra VANDENHOVEN,101 •,BEL,IFSC Paraclimbing World Cup Innsbruck 2023,1.41 (1),34+ (1),
2,Women RP1,Lead,Melissa RUIZ,110 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,1.41 (1),34 (2),
3,Women RP1,Lead,Eva MOL,103 •,NED,IFSC Paraclimbing World Cup Innsbruck 2023,3.0 (3),34 (3),
4,Women RP1,Lead,Marta PECHE SALINERO,108 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,4.0 (4),22 (4),
5,Women RP1,Lead,Andrea SÁNCHEZ APARICIO,109 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,5.0 (5),,
6,Women RP1,Lead,Angela FALLEGGER,111 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,6.5 (6),,
7,Women RP1,Lead,Doris ROHNER,112 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,7.86 (7),,
8,Women RP1,Lead,Araminta MCLENNAN,102 •,AUS,IFSC Paraclimbing World Cup Innsbruck 2023,8.0 (8),,
9,Women RP1,Lead,Hannah ZOOK,105 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,8.06 (9),,
10,Women RP1,Lead,Olivia CONFORTI,104 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,10.22 (10),,
11,Women RP1,Lead,Maria Laura MURATORI,113 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,10.39 (11),,
12,Women RP1,Lead,Lucy KEYWORTH,107 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,11.49 (12),,
1,Women RP2,Lead,Dina EIVIK,131 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,1.41 (1),34+ (2:02) (1),
2,Women RP2,Lead,Jasmin PLANK,106 •,AUT,IFSC Paraclimbing World Cup Innsbruck 2023,1.41 (1),34+ (2:30) (2),
3,Women RP2,Lead,Sarah LONGHI,133 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,3.0 (3),22+ (3),
4,Women RP2,Lead,Nicole DIEHL,132 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,,,
5,Women RP2,Lead,Kjersti SYVERTSEN,154 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,5.24 (5),,
6,Women RP2,Lead,Aurora ALBERTO,135 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,5.74 (6),,
1,Women RP3,Lead,Marina DIAS,149 •,BRA,IFSC Paraclimbing World Cup Innsbruck 2023,2.12 (2),39 (1),
2,Women RP3,Lead,Christiane LUTTIKHUIZEN,147 •,NED,IFSC Paraclimbing World Cup Innsbruck 2023,1.22 (1),36+ (2),
3,Women RP3,Lead,Martha EVANS,152 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,3.0 (3),36 (3),
4,Women RP3,Lead,Anita AGGARWAL,153 •,GBR,IFSC Paraclimbing World Cup Innsbruck 2023,4.24 (4),31+ (4),
5,Women RP3,Lead,Jadwiga GĄSIENICA-CHMIEL,155 •,NOR,IFSC Paraclimbing World Cup Innsbruck 2023,4.47 (5),,
6,Women RP3,Lead,Elisa MARTIN,160 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,5.48 (6),,
7,Women RP3,Lead,Lindsay PURCELL,148 •,USA,IFSC Paraclimbing World Cup Innsbruck 2023,7.0 (7),,
8,Women RP3,Lead,Chiara CAVINA,134 •,ITA,IFSC Paraclimbing World Cup Innsbruck 2023,8.49 (8),,
8,Women RP3,Lead,Sheila RACAJ FERRON,157 •,ESP,IFSC Paraclimbing World Cup Innsbruck 2023,8.49 (8),,
1,Men AU3,Lead,Geisseler DOMINIC,164 •,SUI,IFSC Paraclimbing World Cup Innsbruck 2023,1.73 (2),42+ (1),
2,Men AU3,Lead,Mor Michael SAPIR,162 •,ISR,IFSC Paraclimbing World Cup Innsbruck 2023,1.22 (1),40+ (2),
3,Men AU3,Lead,Maxime MEYER,165 •,FRA,IFSC Paraclimbing World Cup Innsbruck 2023,3.46 (3),37+ (3),
4,Men AU3,Lead,Shamus BOULIANNE,163 •,CAN,IFSC Paraclimbing World Cup Innsbruck 2023,3.46 (3),25 (4),
1,Women AU3,Lead,Rosalie SCHAUPERT,161 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,1.0 (1),33+ (1),
2,Women AU3,Lead,Manca SMREKAR,159 •,SLO,IFSC Paraclimbing World Cup Innsbruck 2023,2.45 (2),23 (2),
3,Women AU3,Lead,Emily MCDERMOTT,151 •,CAN,IFSC Paraclimbing World Cup Innsbruck 2023,2.65 (3),16+ (3),
4,Women AU3,Lead,Ria GRINDEL,150 •,GER,IFSC Paraclimbing World Cup Innsbruck 2023,3.74 (4),,
1,Men B1,Lead,Sho AITA,2 •,JPN,IFSC Paraclimbing World Cup Villars 2023,1.41 (1),40+ (1),
2,Men B1,Lead,Francisco Javier AGUILAR AMOEDO,4 •,ESP,IFSC Paraclimbing World Cup Villars 2023,2.0 (2),34+ (2),
3,Men B1,Lead,Razvan NEDU,1 •,ROU,IFSC Paraclimbing World Cup Villars 2023,2.45 (3),29 (3),
4,Men B1,Lead,Angelo Sebastian SIMIONESCU,3 •,ROU,IFSC Paraclimbing World Cup Villars 2023,4.0 (4),,
1,Men B2,Lead,Fumiya HAMANOUE,8 •,JPN,IFSC Paraclimbing World Cup Villars 2023,1.22 (1),30+ (1),
2,Men B2,Lead,Guillermo PELEGRÍN GÓMEZ,6 •,ESP,IFSC Paraclimbing World Cup Villars 2023,1.73 (2),28 (2),
3,Men B2,Lead,Raul SIMON FRANCO,7 •,ESP,IFSC Paraclimbing World Cup Villars 2023,3.46 (3),27+ (3),
4,Men B2,Lead,Simone SALVAGNIN,5 •,ITA,IFSC Paraclimbing World Cup Villars 2023,3.46 (3),27 (4),
1,Men B3,Lead,Cosmin Florin CANDOI,11 •,ROU,IFSC Paraclimbing World Cup Villars 2023,1.0 (1),32 (1),
2,Men B3,Lead,Daniel-bebe-vasilică ANDREI,10 •,ROU,IFSC Paraclimbing World Cup Villars 2023,2.83 (3),30+ (2),
3,Men B3,Lead,Roland PAILLEX,9 •,SUI,IFSC Paraclimbing World Cup Villars 2023,2.74 (2),22 (3),
4,Men B3,Lead,Sebastian SCHMITZ,12 •,GER,IFSC Paraclimbing World Cup Villars 2023,3.16 (4),,
1,Women B3,Lead,Abigail ROBINSON,17 •,GBR,IFSC Paraclimbing World Cup Villars 2023,2.35 (1),TOP (1),
2,Women B3,Lead,Linda LE BON,15 •,AUT,IFSC Paraclimbing World Cup Villars 2023,4.69 (4),47+ (2),
3,Women B3,Lead,Edith SCHEINECKER,19 •,AUT,IFSC Paraclimbing World Cup Villars 2023,3.32 (2),47 (3),
4,Women B3,Lead,Melissa CESARONE,22 •,FRA,IFSC Paraclimbing World Cup Villars 2023,4.06 (3),31+ (4),
5,Women B3,Lead,Ivon LAWERENZ,18 •,GER,IFSC Paraclimbing World Cup Villars 2023,5.24 (5),,
6,Women B3,Lead,Nadia BREDICE,14 •,ITA,IFSC Paraclimbing World Cup Villars 2023,5.74 (6),,
7,Women B3,Lead,Laila GRILLO,16 •,SUI,IFSC Paraclimbing World Cup Villars 2023,6.42 (7),,
7,Women B3,Lead,Roxane HEILI,13 •,FRA,IFSC Paraclimbing World Cup Villars 2023,6.42 (7),,
9,Women B3,Lead,Tanja GLUSIC,20 •,SLO,IFSC Paraclimbing World Cup Villars 2023,7.04 (9),,
10,Women B3,Lead,Adriana TOFAN,21 •,ROU,IFSC Paraclimbing World Cup Villars 2023,7.42 (10),,
1,Men AL2,Lead,Thierry DELARUE,26 •,FRA,IFSC Paraclimbing World Cup Villars 2023,1.0 (1),40+ (1),
2,Men AL2,Lead,Gavin NIX,28 •,USA,IFSC Paraclimbing World Cup Villars 2023,3.46 (2),30+ (2),
3,Men AL2,Lead,Shuhei YUKI,30 •,JPN,IFSC Paraclimbing World Cup Villars 2023,4.74 (4),30 (3),
4,Men AL2,Lead,David KAMMERER,35 •,ITA,IFSC Paraclimbing World Cup Villars 2023,3.54 (3),24 (4),
5,Men AL2,Lead,Urko CARMONA BARANDIARAN,33 •,ESP,IFSC Paraclimbing World Cup Villars 2023,4.9 (5),,
5,Men AL2,Lead,Julien GASC,25 •,FRA,IFSC Paraclimbing World Cup Villars 2023,4.9 (5),,
7,Men AL2,Lead,Frederik LEYS,36 •,BEL,IFSC Paraclimbing World Cup Villars 2023,5.7 (7),,
8,Men AL2,Lead,Albert GUARDIA FERRER,23 •,ESP,IFSC Paraclimbing World Cup Villars 2023,7.21 (8),,
9,Men AL2,Lead,Nicholas PERRETH,29 •,GER,IFSC Paraclimbing World Cup Villars 2023,7.75 (9),,
10,Men AL2,Lead,Thomas MEIER,27 •,GER,IFSC Paraclimbing World Cup Villars 2023,9.8 (10),,
11,Men AL2,Lead,Kyle LONG,31 •,USA,IFSC Paraclimbing World Cup Villars 2023,10.95 (11),,
12,Men AL2,Lead,Omar AL KHATIB,34 •,ITA,IFSC Paraclimbing World Cup Villars 2023,11.0 (12),,
13,Men AL2,Lead,Christoph ZUNDEL,32 •,SUI,IFSC Paraclimbing World Cup Villars 2023,13.0 (13),,
14,Men AL2,Lead,Jeremy RITCHIE,24 •,CAN,IFSC Paraclimbing World Cup Villars 2023,14.0 (14),,
1,Women AL2,Lead,Lucie JARRIGE,40 •,FRA,IFSC Paraclimbing World Cup Villars 2023,1.0 (1),30+ (1),
2,Women AL2,Lead,Sarah LARCOMBE,41 •,AUS,IFSC Paraclimbing World Cup Villars 2023,2.0 (2),21+ (2),
3,Women AL2,Lead,Hannah MCFADDEN,39 •,USA,IFSC Paraclimbing World Cup Villars 2023,3.0 (3),8+ (3),
4,Women AL2,Lead,Cail SORIA,38 •,USA,IFSC Paraclimbing World Cup Villars 2023,4.47 (4),,
4,Women AL2,Lead,Mary TANKERSLEY,42 •,USA,IFSC Paraclimbing World Cup Villars 2023,4.47 (4),,
6,Women AL2,Lead,Masako WATANABE,37 •,JPN,IFSC Paraclimbing World Cup Villars 2023,6.0 (6),,
1,Men AU2,Lead,Kevin BARTKE,46 •,GER,IFSC Paraclimbing World Cup Villars 2023,1.0 (1),42+ (1),
2,Men AU2,Lead,Isak RIPMAN,44 •,NOR,IFSC Paraclimbing World Cup Villars 2023,2.0 (2),32 (2),
3,Men AU2,Lead,Marco GALLI,45 •,SUI,IFSC Paraclimbing World Cup Villars 2023,3.24 (3),17+ (3),
4,Men AU2,Lead,Matthew LYNCH,43 •,USA,IFSC Paraclimbing World Cup Villars 2023,3.74 (4),,
5,Men AU2,Lead,James RUDGE,47 •,GBR,IFSC Paraclimbing World Cup Villars 2023,5.0 (5),,
1,Women AU2,Lead,Solenne PIRET,48 •,FRA,IFSC Paraclimbing World Cup Villars 2023,1.0 (1),29+ (1),
2,Women AU2,Lead,Maureen BECK,52 •,USA,IFSC Paraclimbing World Cup Villars 2023,2.0 (2),21+ (2),
3,Women AU2,Lead,Lucia CAPOVILLA,51 •,ITA,IFSC Paraclimbing World Cup Villars 2023,3.67 (3),21+ (3),
4,Women AU2,Lead,Carolin HEBERLE,49 •,GER,IFSC Paraclimbing World Cup Villars 2023,4.24 (4),12 (4),
5,Women AU2,Lead,Corinna WIMMER,54 •,GER,IFSC Paraclimbing World Cup Villars 2023,4.58 (5),,
6,Women AU2,Lead,Amruta WYSSMANN,53 •,SUI,IFSC Paraclimbing World Cup Villars 2023,5.48 (6),,
7,Women AU2,Lead,Monica RAAVIG,50 •,DEN,IFSC Paraclimbing World Cup Villars 2023,6.48 (7),,
1,Men RP1,Lead,Angelino ZELLER,60 •,AUT,IFSC Paraclimbing World Cup Villars 2023,2.0 (1),TOP (1),
2,Men RP1,Lead,Aloïs POTIER,69 •,FRA,IFSC Paraclimbing World Cup Villars 2023,2.83 (2),56 (2),
3,Men RP1,Lead,Markus PÖSENDORFER,56 •,AUT,IFSC Paraclimbing World Cup Villars 2023,5.74 (6),47+ (3),
4,Men RP1,Lead,Sunny YANG,67 •,USA,IFSC Paraclimbing World Cup Villars 2023,4.69 (3),31 (4),
5,Men RP1,Lead,Takuya OKADA,58 •,JPN,IFSC Paraclimbing World Cup Villars 2023,5.29 (4),30+ (5),
6,Men RP1,Lead,Luke JAMIESON,55 •,GBR,IFSC Paraclimbing World Cup Villars 2023,5.66 (5),24 (6),
7,Men RP1,Lead,Mario PERSING,70 •,GER,IFSC Paraclimbing World Cup Villars 2023,6.32 (7),,
8,Men RP1,Lead,Tanner CISLAW,65 •,USA,IFSC Paraclimbing World Cup Villars 2023,7.21 (8),,
9,Men RP1,Lead,Alexander DORNBUSCH,61 •,USA,IFSC Paraclimbing World Cup Villars 2023,7.48 (9),,
10,Men RP1,Lead,Daniel KONTSCH,63 •,AUT,IFSC Paraclimbing World Cup Villars 2023,8.77 (10),,
11,Men RP1,Lead,Gian Matteo RAMINI,66 •,ITA,IFSC Paraclimbing World Cup Villars 2023,9.75 (11),,
12,Men RP1,Lead,Tim SCHAFFRINNA,59 •,GER,IFSC Paraclimbing World Cup Villars 2023,10.2 (12),,
13,Men RP1,Lead,Sebastian DEPKE,57 •,GER,IFSC Paraclimbing World Cup Villars 2023,10.68 (13),,
14,Men RP1,Lead,Niko GALBUSERA,62 •,SUI,IFSC Paraclimbing World Cup Villars 2023,12.65 (14),,
15,Men RP1,Lead,Bruno AERNI,64 •,SUI,IFSC Paraclimbing World Cup Villars 2023,13.42 (15),,
16,Men RP1,Lead,Marcel RICHTER,68 •,GER,IFSC Paraclimbing World Cup Villars 2023,15.49 (16),,
1,Men RP2,Lead,Philipp HROZEK,83 •,GER,IFSC Paraclimbing World Cup Villars 2023,2.24 (2),39 (1),
2,Men RP2,Lead,Benjamin MAYFORTH,73 •,USA,IFSC Paraclimbing World Cup Villars 2023,3.46 (3),38 (2),
3,Men RP2,Lead,Manikandan KUMAR,79 •,IND,IFSC Paraclimbing World Cup Villars 2023,3.87 (4),28+ (3),
4,Men RP2,Lead,Iván MUÑOZ ESCOLAR,74 •,ESP,IFSC Paraclimbing World Cup Villars 2023,1.41 (1),22+ (4),
5,Men RP2,Lead,Brayden BUTLER,81 •,USA,IFSC Paraclimbing World Cup Villars 2023,4.0 (5),,
6,Men RP2,Lead,Daniel WIENER,78 •,AUT,IFSC Paraclimbing World Cup Villars 2023,6.24 (6),,
7,Men RP2,Lead,Anther FRIGOLA GÓMEZ,75 •,ESP,IFSC Paraclimbing World Cup Villars 2023,6.32 (7),,
8,Men RP2,Lead,Peter KUNZE,82 •,GER,IFSC Paraclimbing World Cup Villars 2023,8.15 (8),,
9,Men RP2,Lead,Matej ARH,77 •,SLO,IFSC Paraclimbing World Cup Villars 2023,8.46 (9),,
10,Men RP2,Lead,Alessio CORNAMUSINI,72 •,ITA,IFSC Paraclimbing World Cup Villars 2023,9.25 (10),,
11,Men RP2,Lead,Bostian HALAS,71 •,AUT,IFSC Paraclimbing World Cup Villars 2023,9.38 (11),,
12,Men RP2,Lead,Florian SINGER,80 •,GER,IFSC Paraclimbing World Cup Villars 2023,12.0 (12),,
13,Men RP2,Lead,Hermann MÖNCH,76 •,SUI,IFSC Paraclimbing World Cup Villars 2023,13.0 (13),,
1,Men RP3,Lead,Tadashi TAKANO,85 •,JPN,IFSC Paraclimbing World Cup Villars 2023,1.73 (1),35+ (1),
2,Men RP3,Lead,Bastien THOMAS,89 •,FRA,IFSC Paraclimbing World Cup Villars 2023,3.16 (4),24+ (2),
